,date,cases,population,land_area
601,10/4/21,109.5714286,2671090,8927183744
602,10/5/21,112.8571429,2874691,9222125163
603,10/6/21,113.5714286,2886798,9483727087
604,10/7/21,110.1428571,2207239,8559787660
605,10/8/21,108.2857143,2606679,11573194055
606,10/9/21,105.1428571,1964731,7243207176
607,10/10/21,105.8571429,2541900,8996450176
608,10/11/21,107.7142857,2744162,8857967547
609,10/12/21,104.2857143,2417342,9739906458
610,10/13/21,100.1428571,2318001,7007536153
611,10/14/21,99.14285714,2603414,5378510629
612,10/15/21,98.85714286,2875949,10330588086
613,10/16/21,97.71428571,1776285,7100244924
614,10/17/21,95.42857143,2049072,7829857927
615,10/18/21,93.57142857,2759454,10178234120
616,10/19/21,93.14285714,2577957,7574027836
617,10/20/21,92.57142857,2168704,6275963582
618,10/21/21,92,2121929,8146647767
619,10/22/21,85.14285714,1781790,4334080397
620,10/23/21,87,2390311,4780300956
621,10/24/21,85.71428571,1975735,6118886004
622,10/25/21,84.57142857,2626351,6103521485
623,10/26/21,85.28571429,2559723,7871734206
624,10/27/21,89.14285714,2708140,7914430276
625,10/28/21,94.57142857,3222643,10176633518
626,10/29/21,100.5714286,2616889,8140271569
627,10/30/21,105.5714286,2662355,10065061426
628,10/31/21,108.1428571,2662743,9459933131
629,11/1/21,111.1428571,2917017,10854185735
630,11/2/21,112.8571429,2970918,8614156281
